Hochgeladen?,URL,Framework,ACCOUNT,VIEWS,LIKES,COMMENTS,SHARES,SAVES,PLATTFORM
TRUE,https://www.tiktok.com/@meetyourmaster.de/video/7381866616516136225,,Meet Your Master,304.400,9.981,60,,,
TRUE,https://www.tiktok.com/@greator/video/7134753040233401605,,Greator,304.200,19.100,333,2,4.215,
TRUE,https://www.facebook.com/reel/711710754135044,,Fuat & Marta,304.000,9.923,343,6.122,,
TRUE,https://www.facebook.com/reel/460869117098760,,Fuat & Marta,302.000,1.426,68,85,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7272024907133881633,,Fuat & Marta,301.800,14.800,50,251,1.830,
TRUE,https://www.tiktok.com/@fuat_marta/video/7212674795660512518,,Fuat & Marta,301.700,9.164,216,1.795,2.578,
TRUE,https://www.instagram.com/meetyourmaster.de/reel/C40b184iLBU/,,Meet Your Master,301.000,6.231,189,,,
TRUE,https://www.instagram.com/reel/C__QhNbv0ES/,,Finanzfluss,299.826,2.699,30,1,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7266458631661456672,,Fuat & Marta,298.000,11.300,129,1.977,3.480,
TRUE,https://youtube.com/shorts/ejwOKSRVfpM,,Finanzfluss,297.731,7.509,133,,,
TRUE,https://www.instagram.com/greator/reel/Cz9DUkHocNN/,,Greator,297.000,4.337,135,,,
TRUE,https://www.tiktok.com/@mrtiefschlaf/video/7284270792391593249,,Chris Surel,296.000,3.225,191,,651,
TRUE,https://www.tiktok.com/@greator/video/7255326077424291099,,Greator,294.500,8.744,116,553,1.688,
TRUE,https://www.instagram.com/greator/reel/Cjs7M9Io5ix/,,Greator,293.000,6.535,81,,,
TRUE,https://www.facebook.com/reel/1440137069880403,,Fuat & Marta,290.000,2.581,141,1.222,,
TRUE,https://www.tiktok.com/@finanzfluss_official/video/7400784111171947808,,Finanzfluss,288.100,7.342,80,,,
TRUE,https://www.instagram.com/greator/reel/Cg2HHhgPNzl/,,Greator,288.000,2.966,52,,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7325847935877385505,,Fuat & Marta,286.500,12.400,793,2.343,2.530,
TRUE,https://www.tiktok.com/@fuat_marta/video/7270540571427622176,,Fuat & Marta,285.500,16.100,74,829,3.274,
TRUE,https://www.instagram.com/greator/reel/CjBQOS6DEin/,,Greator,285.000,6.381,118,,,
TRUE,https://www.tiktok.com/@rafaelbettencourt2/video/7168891870259580165,,Rafael Bettencourt,283.200,19.600,108,340,6.602,
TRUE,https://www.facebook.com/reel/212777491879834,,Meet Your Master,283.000,1.140,27,18,,
TRUE,https://www.tiktok.com/@greator/video/7401548991940316448,,Greator,282.700,1.745,94,466,372,
TRUE,https://www.tiktok.com/@greator/video/7125093767006244102,,Greator,280.000,7.706,128,774,1.463,
TRUE,https://youtube.com/shorts/KnCsY6V3lyY,,Greator,279.567,5.705,53,,,
TRUE,https://www.facebook.com/reel/957809092345960,,Meet Your Master,277.000,1.400,120,124,,
TRUE,https://www.instagram.com/meetyourmaster.de/reel/C7o1DcbtM3g/,,Meet Your Master,277.000,8.944,132,,,
TRUE,https://www.tiktok.com/@greator/video/7277591219377638689,,Greator,276.400,9.781,123,2,3.235,
TRUE,https://www.tiktok.com/@greator/video/7265716499778637089,,Greator,275.200,4.518,55,75,572,
TRUE,https://www.facebook.com/reel/819817529689709,,Fuat & Marta,274.000,6.397,262,4.727,,
TRUE,https://www.instagram.com/meetyourmaster.de/reel/CHX8illISgw/,,Meet Your Master,273.000,1.912,76,,,
TRUE,https://youtube.com/shorts/UuYRwg2s788,,Greator,272.182,7.674,230,,,
TRUE,https://www.tiktok.com/@greator/video/7227494673680551174,,Greator,271.000,11.400,69,1,3.930,
TRUE,https://www.tiktok.com/@fuat_marta/video/7243080200546733317,,Fuat & Marta,270.400,15.000,64,759,3.200,
TRUE,https://www.instagram.com/greator/reel/DA5VzmrsSCg/,,Greator,270.000,4.147,66,,,
TRUE,https://www.facebook.com/reel/736811105052270,,Greator,270.000,723,214,97,,
TRUE,https://www.tiktok.com/@greator/video/7365910214219959585,,Greator,268.900,8.463,317,2,1.885,
TRUE,https://www.instagram.com/reel/DAWaM1nNFUG/,,Finanzfluss,268.259,2.763,32,11,,
TRUE,https://www.instagram.com/raffabet/reel/Cmwo_7apsHW/,,Rafael Bettencourt,268.000,8.073,77,,,
TRUE,https://www.instagram.com/greator/reel/CnpUt2AqrsE/,,Greator,267.000,2.976,37,,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7422314967862447393,,Fuat & Marta,266.700,6.569,93,1.710,3.652,
TRUE,https://www.tiktok.com/@fuat_marta/video/7381878760309607713,,Fuat & Marta,266.200,9.770,122,1.102,2.418,
TRUE,https://www.tiktok.com/@fuat_marta/video/7386319888844918048,,Fuat & Marta,265.600,5.430,91,1.261,1.454,
TRUE,https://youtube.com/shorts/2oVA-jw6E0E,,Finanzfluss,265.126,5.885,105,,,
TRUE,https://www.instagram.com/greator/reel/Cut9OTpqfrk/,,Greator,265.000,4.135,214,,,
TRUE,https://www.facebook.com/reel/1371053753549513,,Greator,265.000,1.900,306,119,,
TRUE,https://www.instagram.com/finanzfluss/reel/DAoXQYohERb/,,Finanzfluss,261.564,2.997,73,11,,
TRUE,https://www.instagram.com/greator/reel/Ch2T52uphmL/,,Greator,260.000,4.763,71,,,
TRUE,https://www.instagram.com/silke.schaefer.astrologie/reel/C-nXs_AJ-9E/,,Silke Schäfer,259.000,4.614,143,,,
TRUE,https://www.instagram.com/reel/DBOvUSzBIUX/,,Finanzfluss,258.494,2.594,20,6,,
TRUE,https://www.tiktok.com/@greator/video/7256021760884133147,,Greator,256.900,5.231,260,1,1.136,
TRUE,https://www.tiktok.com/@rafaelbettencourt2/video/7243080201431862534,,Rafael Bettencourt,256.800,21.000,249,2.282,4.710,
TRUE,https://www.tiktok.com/@fuat_marta/video/7264603250664525089,,Fuat & Marta,255.600,9.653,79,441,2.178,
TRUE,https://www.instagram.com/greator/reel/C0UMJjMofEU/,,Greator,255.000,4.397,76,,,
TRUE,https://www.instagram.com/greator/reel/CgkD3XQOUjQ/,,Greator,254.000,2.936,49,,,
TRUE,https://www.instagram.com/greator/reel/C1Hv2TXtsia/,,Greator,252.000,4.649,79,,,
TRUE,https://www.facebook.com/reel/979274203906786,,Meet Your Master,252.000,1.700,398,46,,
TRUE,https://www.facebook.com/reel/242349968738035,,Fuat & Marta,252.000,1.721,8,77,,
TRUE,https://youtube.com/shorts/reK2sJNo4o0,,Greator,250.874,7.093,87,,,
TRUE,https://www.facebook.com/reel/8611500085532039,,Greator,249.000,1.700,99,412,,
TRUE,https://www.tiktok.com/@greator/video/7266087567437827360,,Greator,247.000,7.356,290,2,2.449,
TRUE,https://www.instagram.com/meetyourmaster.de/reel/CnB9u8WMi9g/,,Meet Your Master,247.000,10.800,100,,,
TRUE,https://www.tiktok.com/@greator/video/7246050646917532955,,Greator,246.900,11.200,191,4,4.795,
TRUE,https://www.tiktok.com/@fuat_marta/video/7241595911296535813,,Fuat & Marta,246.500,14.200,165,881,4.017,
TRUE,https://www.tiktok.com/@greator/video/7141769905371745542,,Greator,244.200,15.500,127,1,3.785,
TRUE,https://www.instagram.com/greator/reel/C-VWdkwoPqK/,,Greator,244.000,7.271,89,,,
TRUE,https://www.instagram.com/meetyourmaster.de/reel/CyYqiIYIKSh/,,Meet Your Master,244.000,1.384,163,,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7264989771473161504,,Fuat & Marta,243.900,7.420,87,656,1.831,
TRUE,https://www.tiktok.com/@fuat_marta/video/7247904323697380614,,Fuat & Marta,243.700,10.700,184,2.320,1.803,
TRUE,https://www.tiktok.com/@rafaelbettencourt2/video/7182618518561639686,,Rafael Bettencourt,241.800,18.000,109,385,7.447,
TRUE,https://www.tiktok.com/@fuat_marta/video/7252357339410484485,,Fuat & Marta,241.200,11.000,51,609,2.994,
TRUE,https://www.instagram.com/greator/reel/C-fl9rhgqHI/,,Greator,241.000,3.537,62,,,
TRUE,https://www.tiktok.com/@rafaelbettencourt2/video/7104320455145770246,,Rafael Bettencourt,239.600,13.600,213,932,5.873,
TRUE,https://www.instagram.com/meetyourmaster.de/reel/C193zSNNYzS/,,Meet Your Master,239.000,5.153,69,,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7247162234567265541,,Fuat & Marta,238.900,11.700,111,566,2.486,
TRUE,https://www.tiktok.com/@greator/video/7258619452210597146,,Greator,238.000,8.986,57,2,2.204,
TRUE,https://www.facebook.com/reel/930597675791291/?s=fb_shorts_tab&stack_idx=0,,Greator,238.000,651,41,197,,
TRUE,https://www.instagram.com/reel/DA3kwBaCGyk/,,Finanzfluss,237.684,2.377,26,5,,
TRUE,https://www.instagram.com/reel/DARR-oJBo9k/,,Finanzfluss,237.142,2.657,30,2,,
TRUE,https://www.instagram.com/greator/reel/CmbzEfboxhO/,,Greator,237.000,3.527,53,,,
TRUE,https://www.facebook.com/reel/745981854062607,,Fuat & Marta,237.000,1.503,116,157,,
TRUE,https://youtube.com/shorts/P3VXY1pPfwM,,Finanzfluss,236.749,7.734,122,,,
TRUE,https://www.tiktok.com/@greator/video/7195241107247123717,,Greator,235.400,9.423,90,962,2.205,
TRUE,https://youtube.com/shorts/4Y56cyS-gk4,,Greator,235.282,7.137,120,,,
TRUE,https://www.facebook.com/reel/1615114029031764,,Greator,235.000,4.032,127,699,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7419718187492674849,,Fuat & Marta,234.000,2.826,95,510,948,
TRUE,https://youtube.com/shorts/ATIcN0aZHPE,,Greator,233.659,8.204,48,,,
TRUE,https://www.instagram.com/greator/reel/CjVvPDOLNBB/,,Greator,233.000,5.573,184,,,
TRUE,https://www.instagram.com/gereonjoern/reel/C_OBVBwqIji/,,Gereon Jörn,233.000,2.206,67,,,
TRUE,https://www.instagram.com/reel/DAwKYdmPHXT/,,Finanzfluss,232.627,1.874,30,3,,
TRUE,https://www.facebook.com/reel/299283462632418,,Fuat & Marta,232.000,3.087,87,148,,
TRUE,https://www.instagram.com/fuat_marta/reel/C7ep3fkCcZl/,,Fuat & Marta,232.000,3.071,25,,,
TRUE,https://www.facebook.com/reel/276487322160027,,Meet Your Master,231.000,1.922,83,164,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7253486088570883333,,Fuat & Marta,230.800,8.871,75,447,2.126,
TRUE,https://youtube.com/shorts/VcmQC9fvbQs,,Greator,229.941,5.438,204,,,
TRUE,https://www.instagram.com/greator/reel/ChVCoMqNVae/,,Greator,228.000,2.384,46,,,
TRUE,https://www.instagram.com/gereonjoern/reel/C7rZ4A_KxVH/,,Gereon Jörn,228.000,9.349,49,,,
TRUE,https://youtube.com/shorts/rExDYUAHF5A,,Greator,227.240,6.155,105,,,
TRUE,https://www.instagram.com/meetyourmaster.de/reel/C9z34MkPXuC/,,Meet Your Master,227.000,2.016,16,,,
TRUE,https://www.instagram.com/greator/reel/CzboGOToiuk/,,Greator,226.000,4.818,148,,,
TRUE,https://www.facebook.com/reel/265570246332895,,Greator,223.000,839,469,96,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7373720572255046944,,Fuat & Marta,222.300,4.350,23,174,993,
TRUE,https://www.instagram.com/greator/reel/DB6nd5uNves/,,Greator,222.000,5.063,100,,,
TRUE,https://www.facebook.com/reel/477346351906346,,Meet Your Master,222.000,1.143,48,10,,
TRUE,https://www.tiktok.com/@meetyourmaster.de/video/7279446657207487777,,Meet Your Master,222.000,8.533,70,,,
TRUE,https://www.instagram.com/greator/reel/Ckyf6MquUUp/,,Greator,220.000,5.082,57,,,
TRUE,https://www.facebook.com/reel/331717166032348,,Meet Your Master,220.000,1.253,95,20,,
TRUE,https://www.tiktok.com/@greator/video/7130671273994194182,,Greator,219.900,12.100,42,272,1.608,
TRUE,https://www.tiktok.com/@fuat_marta/video/7183366372427156741,,Fuat & Marta,219.100,11.400,410,1.742,1.883,
TRUE,https://www.tiktok.com/@rafaelbettencourt2/video/7101709363596823813,,Rafael Bettencourt,219.000,14.600,176,1.203,7.634,
TRUE,https://youtube.com/shorts/bQElPKIbC4A,,Meet Your Master,218.455,4.520,103,,,
TRUE,https://www.instagram.com/greator/reel/Ci5XH0UII8T/,,Greator,218.000,5.599,51,,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7267943006634872097,,Fuat & Marta,217.700,7.755,78,448,1.619,
TRUE,https://www.instagram.com/reel/DAodPQuuIF5/,,Finanzfluss,217.112,1.674,34,1,,
TRUE,https://www.instagram.com/meetyourmaster.de/reel/Cx8UEEdohHn/,,Meet Your Master,217.000,6.217,99,,,
TRUE,https://www.tiktok.com/@meetyourmaster.de/video/7328074251771186465,,Meet Your Master,216.100,5.063,43,,,
TRUE,https://www.instagram.com/greator/reel/Cg90eq-rbDZ/,,Greator,216.000,2.877,23,,,
TRUE,https://www.tiktok.com/@greator/video/7277962284910021921,,Greator,215.300,9.363,352,3,3.046,
TRUE,https://www.instagram.com/greator/reel/Cf4TA6BupfC/,,Greator,215.000,3.567,46,,,
TRUE,https://www.tiktok.com/@meetyourmaster.de/video/7355890282677816608,,Meet Your Master,213.700,4.014,85,,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7326961173369212193,,Fuat & Marta,213.600,8.270,193,1.602,3.479,
TRUE,https://www.instagram.com/reel/C_3g_5FsKg0/,,Finanzfluss,213.374,1.746,48,3,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7264232129779830049,,Fuat & Marta,213.200,4.574,162,348,1.078,
TRUE,https://www.tiktok.com/@fuat_marta/video/7251244118318288155,,Fuat & Marta,213.200,7.011,67,474,1.318,
TRUE,https://youtube.com/shorts/EY4Sx_QzaQQ,,Robert Marc Lehmann,212.398,9.586,122,,,
TRUE,https://www.instagram.com/greator/reel/C-nYM1iID_z/,,Greator,211.000,2.188,92,,,
TRUE,https://www.facebook.com/reel/905272980560749,,Greator,211.000,4.440,110,700,,
TRUE,https://youtube.com/shorts/9K0wlJKpOOU,,Finanzfluss,210.501,4.745,297,,,
TRUE,https://www.instagram.com/reel/DAJPPGtvxW2/,,Finanzfluss,210.081,2.182,19,1,,
TRUE,https://www.instagram.com/greator/reel/Ch43GtAJBLn/,,Greator,209.000,4.522,49,,,
TRUE,https://www.facebook.com/reel/1095088874853642,,Meet Your Master,209.000,711,46,47,,
TRUE,https://www.tiktok.com/@greator/video/7424915186491919649,,Greator,208.900,3.970,353,675,1.332,
TRUE,https://www.instagram.com/reel/C-vF0g-p81P/,,Finanzfluss,208.752,3.069,79,0,,
TRUE,https://www.tiktok.com/@mrtiefschlaf/video/7279817644751031584,,Chris Surel,208.000,21.000,64,,1.688,
TRUE,https://www.tiktok.com/@fuat_marta/video/7280946452833013024,,Fuat & Marta,207.600,5.544,148,579,2.220,
TRUE,https://www.facebook.com/reel/952203056197919,,Meet Your Master,207.000,1.400,27,79,,
TRUE,https://www.instagram.com/silke.schaefer.astrologie/reel/C66ewlniLMB/,,Silke Schäfer,207.000,4.232,58,,,
TRUE,https://www.facebook.com/reel/732833395535698,,Fuat & Marta,207.000,1.177,20,99,,
TRUE,https://www.tiktok.com/@greator/video/7142523468255350022,,Greator,206.800,10.700,71,509,1.293,
TRUE,https://www.instagram.com/reel/DBmO2bItGMA/,,Finanzfluss,206.392,2.364,29,4,,
TRUE,https://youtube.com/shorts/aEHSnvFF-sI,,Finanzfluss,206.278,4.292,51,,,
TRUE,https://www.instagram.com/meetyourmaster.de/reel/C0wMgWMtSlK/,,Meet Your Master,206.000,5.306,161,,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7243451281975676165,,Fuat & Marta,205.900,8.699,59,228,2.338,
TRUE,https://www.facebook.com/reel/814570967485789,,Fuat & Marta,205.000,1.533,36,120,,
TRUE,https://www.tiktok.com/@finanzfluss_official/video/7422360359576653088,,Finanzfluss,204.600,5.565,128,,,
TRUE,https://www.instagram.com/reel/DCCbsH_MZh9/,,Finanzfluss,204.436,1.911,40,4,,
TRUE,https://youtube.com/shorts/5WUbFYFdK7g,,Finanzfluss,204.107,4.945,171,,,
TRUE,https://www.instagram.com/greator/reel/CzyucOLosux/,,Greator,204.000,3.213,19,,,
TRUE,https://www.instagram.com/greator/reel/Cm69Xh0t3e2/,,Greator,204.000,4.086,119,,,
TRUE,https://www.facebook.com/reel/1474681570160721,,Meet Your Master,204.000,1.450,141,102,,
TRUE,https://www.tiktok.com/@rafaelbettencourt2/video/7092060394671426821,,Rafael Bettencourt,203.600,13.400,170,896,4.214,
TRUE,https://www.facebook.com/reel/791516149509541,,Meet Your Master,203.000,3.800,78,256,,
TRUE,https://www.tiktok.com/@meetyourmaster.de/video/7282415342943472928,,Meet Your Master,202.600,8.508,18,,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7255325997875137819,,Fuat & Marta,202.400,7.889,59,433,1.326,
TRUE,https://www.instagram.com/gereonjoern/reel/DBv2MHsJPcx/,,Gereon Jörn,202.000,2.851,126,,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7387803518758964513,,Fuat & Marta,200.100,3.406,41,543,1.087,
TRUE,https://www.instagram.com/greator/reel/C__MMHICUoP/,,Greator,200.000,1.970,263,,,
TRUE,https://www.tiktok.com/@meetyourmaster.de/video/7410440839031262497,,Meet Your Master,199.600,4.058,86,,,
TRUE,https://youtube.com/shorts/hI5j1o31D70,,Finanzfluss,199.464,5.515,558,,,
TRUE,https://youtube.com/shorts/lmNm05jhkvI,,Greator,198.526,4.178,248,,,
TRUE,https://www.instagram.com/p/C6y0S_tsbyW,,Lea Ernst,197.900,8.200,46,,,
TRUE,https://youtube.com/shorts/Wgehw6JT57Y,,Greator,197.823,7.087,111,,,
TRUE,https://www.instagram.com/reel/C_lLwOZhRCy/,,Finanzfluss,197.001,1.722,61,0,,
TRUE,https://www.instagram.com/greator/reel/CnfAgLjNSQO/,,Greator,197.000,4.518,113,,,
TRUE,https://www.instagram.com/greator/reel/Chr-QMPsAI4/,,Greator,196.000,3.225,32,,,
TRUE,https://www.facebook.com/reel/1090169488593700,,Fuat & Marta,196.000,1.783,25,112,,
TRUE,https://www.tiktok.com/@greator/video/7257552595529567514,,Greator,195.600,4.922,74,743,1.896,
TRUE,https://www.tiktok.com/@greator/video/7154416927052500229,,Greator,195.000,7.157,129,2,1.862,
TRUE,https://www.facebook.com/reel/3903681886528871,,Greator,195.000,1.592,203,230,,
TRUE,https://www.instagram.com/greator/reel/C_i6h0WoG58/,,Greator,194.000,5.821,39,,,
TRUE,https://www.tiktok.com/@finanzfluss_official/video/7408952593084419360,,Finanzfluss,194.000,8.233,77,,,
TRUE,https://www.instagram.com/reel/C_bLz1Mv47n/,,Finanzfluss,193.822,2.573,40,0,,
TRUE,https://youtube.com/shorts/bSwVisBwVx8,,Robert Marc Lehmann,193.193,8.653,128,,,
TRUE,https://www.instagram.com/fuat_marta/reel/DAgZBBTPM52/,,Fuat & Marta,192.000,2.020,19,,,
TRUE,https://www.tiktok.com/@greator/video/7238257450607054085,,Greator,191.200,11.000,191,3,3.215,
TRUE,https://www.tiktok.com/@meetyourmaster.de/video/7437173427204607264,,Meet Your Master,191.200,3.851,73,,,
TRUE,https://www.tiktok.com/@rafaelbettencourt2/video/7212311031396289798,,Rafael Bettencourt,191.100,12.000,546,1.402,1.831,
TRUE,https://www.instagram.com/greator/reel/C8SC5_5KnQr/,,Greator,191.000,3.194,90,,,
TRUE,https://www.instagram.com/reel/C_TIO-uP1vp/,,Finanzfluss,190.223,3.255,21,1,,
TRUE,https://www.instagram.com/greator/reel/C_aELveIcfj/,,Greator,190.000,4.787,40,,,
TRUE,https://www.instagram.com/greator/reel/CkQ91u5tjBW/,,Greator,190.000,3.987,58,,,
TRUE,https://www.instagram.com/reel/DCE5owTvR4_/,,Finanzfluss,189.140,2.336,38,10,,
TRUE,https://www.instagram.com/greator/reel/Ch65rcSNdvM/,,Greator,189.000,2.484,20,,,
TRUE,https://www.facebook.com/reel/1090278109394347,,Meet Your Master,189.000,1.411,22,164,,
TRUE,https://www.instagram.com/reel/DCmZVPYs4XQ/,,Finanzfluss,188.968,1.299,28,7,,
TRUE,https://www.tiktok.com/@greator/video/6841933852236139781,,Greator,188.300,27.300,110,213,1.137,
TRUE,https://www.tiktok.com/@finanzfluss_official/video/7421236436768148768,,Finanzfluss,187.300,5.181,88,,,
TRUE,https://www.instagram.com/greator/reel/C_V4fY5qu6W/,,Greator,187.000,4.263,9,,,
TRUE,https://www.instagram.com/greator/reel/CiILpGWMrA-/,,Greator,187.000,3.602,51,,,
TRUE,https://www.tiktok.com/@greator/video/7197838712720461062,,Greator,186.600,13.100,91,1,2.957,
TRUE,https://www.instagram.com/reel/DAyywogo1uS/,,Finanzfluss,186.081,2.336,32,5,,
TRUE,https://www.instagram.com/greator/reel/Ci7COzpIVtG/,,Greator,186.000,4.131,33,,,
TRUE,https://www.tiktok.com/@silkeschaefer.astrologie/video/7319539333831150880,,Silke Schäfer,185.700,10.100,227,972,2.748,
TRUE,https://www.instagram.com/reel/DCM3OW2vo6l/,,Finanzfluss,185.531,1.840,16,10,,
TRUE,https://www.instagram.com/reel/DChRCtqB3eX/,,Finanzfluss,185.037,1.941,42,9,,
TRUE,https://www.instagram.com/greator/reel/ChzrmHavSsi/,,Greator,185.000,2.724,83,,,
TRUE,https://www.instagram.com/greator/reel/CgSCyDTpsLS/,,Greator,185.000,2.172,46,,,
TRUE,https://www.tiktok.com/@greator/video/7226010292021464325,,Greator,185.000,4.624,253,1,777,
TRUE,https://www.instagram.com/meetyourmaster.de/reel/C-shfVXId-J/,,Meet Your Master,185.000,6.245,112,,,
TRUE,https://youtube.com/shorts/txhCA5lEfl8,,Finanzfluss,184.794,4.942,119,,,
TRUE,https://www.tiktok.com/@finanzfluss_official/video/7407506152763706656,,Finanzfluss,184.400,5.391,65,,,
TRUE,https://www.tiktok.com/@greator/video/7167059206736989446,,Greator,184.200,6.325,94,350,1.012,
TRUE,https://www.instagram.com/greator/reel/CwabOjKqdvx/,,Greator,184.000,1.848,106,,,
TRUE,https://www.tiktok.com/@finanzfluss_official/video/7427796548559359265,,Finanzfluss,183.700,3.846,41,,,
TRUE,https://www.facebook.com/reel/1324220568180907,,Greator,183.000,1.554,160,226,,
TRUE,https://www.instagram.com/greator/reel/C_Ly9BUCQfQ/,,Greator,182.000,4.792,70,,,
TRUE,https://www.tiktok.com/@greator/video/7374073411741437217,,Greator,181.800,6.886,100,2,1.242,
TRUE,https://www.tiktok.com/@fuat_marta/video/7255697149978053915,,Fuat & Marta,181.100,6.536,116,1.216,1.326,
TRUE,https://www.instagram.com/greator/reel/Cj5xxueOXMI/,,Greator,181.000,4.671,31,,,
TRUE,https://www.tiktok.com/@greator/video/7119905167985888518,,Greator,181.000,6.909,68,523,646,
TRUE,https://www.facebook.com/reel/1046251753308646,,Greator,180.000,1.775,59,291,,
TRUE,https://www.instagram.com/meetyourmaster.de/reel/C7b9C-fAcF9/,,Meet Your Master,180.000,5.488,178,,,
TRUE,https://www.instagram.com/gereonjoern/reel/C8kEFB9JWiU/,,Gereon Jörn,180.000,2.661,47,,,
TRUE,https://youtube.com/shorts/PGH4Qy8faMU,,Finanzfluss,179.659,4.357,105,,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7395225313023675681,,Fuat & Marta,179.500,4.190,53,507,1.004,
TRUE,https://www.instagram.com/reel/C_Vs7L0sGBv/,,Finanzfluss,179.098,1.732,19,0,,
TRUE,https://www.facebook.com/reel/652027843801223,,Fuat & Marta,179.000,4.413,169,2.111,,
TRUE,https://www.tiktok.com/@rafaelbettencourt2/video/7241967106495958278,,Rafael Bettencourt,178.600,11.200,111,1.251,4.518,
TRUE,https://www.tiktok.com/@greator/video/7257189584398798106,,Greator,178.500,4.913,62,636,2.047,
TRUE,https://www.tiktok.com/@greator/video/7310286139158564128,,Greator,177.500,8.183,223,1,2.148,
TRUE,https://www.facebook.com/reel/276850528324566,,Fuat & Marta,176.000,1.462,13,146,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7266829705314110752,,Fuat & Marta,175.600,7.564,63,630,1.834,
TRUE,https://youtube.com/shorts/P8jOH90O1HQ,,Greator,175.534,5.540,35,,,
TRUE,https://www.instagram.com/reel/C_Q30L-MKJi/,,Finanzfluss,175.090,2.095,40,2,,
TRUE,https://www.instagram.com/greator/reel/C7oks9JKxIp/,,Greator,175.000,3.471,81,,,
TRUE,https://www.instagram.com/greator/reel/Cou1IJ2Kq9n/,,Greator,175.000,4.612,193,,,
TRUE,https://www.instagram.com/greator/reel/ChP6fEmO4Sc/,,Greator,175.000,2.459,30,,,
TRUE,https://www.facebook.com/reel/421549324013760,,Greator,175.000,385,416,33,,
TRUE,https://www.tiktok.com/@mrtiefschlaf/video/7252254376495009051,,Chris Surel,174.000,13.400,29,,784,
TRUE,https://www.facebook.com/reel/1795144517611676,,Meet Your Master,174.000,924,17,14,,
TRUE,https://youtube.com/shorts/5gPMq1i9Vlc,,Greator,173.016,5.998,156,,,
TRUE,https://www.instagram.com/greator/reel/C-NhyfoM2zt/,,Greator,173.000,1.591,55,,,
TRUE,https://www.facebook.com/reel/786494837016315,,Fuat & Marta,173.000,1.365,29,98,,
TRUE,https://www.tiktok.com/@meetyourmaster.de/video/7368144335742848289,,Meet Your Master,172.700,8.242,30,,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7254963453113208091,,Fuat & Marta,171.900,4.031,60,184,702,
TRUE,https://www.instagram.com/reel/C_gUF39vVht/,,Finanzfluss,171.632,2.702,27,2,,
TRUE,https://www.tiktok.com/@greator/video/7252728473381244165,,Greator,171.500,9.061,52,2,2.894,
TRUE,https://www.instagram.com/meetyourmaster.de/reel/C2abPOmozCc/,,Meet Your Master,171.000,5.193,135,,,
TRUE,https://www.instagram.com/reel/DCwtMDixghz/,,Finanzfluss,170.482,1.221,52,44,,
TRUE,https://youtube.com/shorts/G9g6h91jHcs,,Greator,170.421,7.503,149,,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7258665898536455450,,Fuat & Marta,170.400,6.508,23,271,1.333,
TRUE,https://www.instagram.com/greator/reel/ClT7bf1uvd8/,,Greator,170.000,3.545,17,,,
TRUE,https://www.instagram.com/greator/reel/CjIwrFToytD/,,Greator,170.000,5.813,159,,,
TRUE,https://www.facebook.com/reel/996139525336275,,Greator,170.000,955,267,83,,
TRUE,https://www.instagram.com/greator/reel/CoNWvc4IE83/,,Greator,169.000,3.720,82,,,
TRUE,https://www.instagram.com/meetyourmaster.de/reel/Czl9VQNI-yg/,,Meet Your Master,169.000,1.110,23,,,
TRUE,https://www.facebook.com/reel/977098144177504,,Fuat & Marta,169.000,1.419,72,197,,
TRUE,https://www.tiktok.com/@finanzfluss_official/video/7432342401492077857,,Finanzfluss,168.800,2.756,38,,,
TRUE,https://www.instagram.com/reel/DCUXxLjCqOG/,,Finanzfluss,168.341,1.913,44,10,,
TRUE,https://youtube.com/shorts/99lfKpJhUPM,,Greator,167.904,3.853,68,,,
TRUE,https://www.instagram.com/greator/reel/DAq_akQtJqS/,,Greator,167.000,5.315,115,,,
TRUE,https://www.instagram.com/greator/reel/ChfR7Z9rbcv/,,Greator,166.000,1.679,11,,,
TRUE,https://www.instagram.com/reel/DBwojfxBLKs/,,Finanzfluss,165.991,1.296,16,0,,
TRUE,https://www.instagram.com/reel/DBJmTd4IYgK/,,Finanzfluss,165.854,2.147,18,5,,
TRUE,https://www.tiktok.com/@meetyourmaster.de/video/7292063550019833121,,Meet Your Master,164.700,13.700,63,,,
TRUE,https://www.instagram.com/reel/DCUsBIDMf8A/,,Finanzfluss,164.129,1.201,51,4,,
TRUE,https://www.instagram.com/greator/reel/ChctjOGDNuB/,,Greator,164.000,1.322,14,,,
